mouse,482,394,495,532,226,424,518,501,455,423,458,439,1246,544,930,760,344,395,809,642,1052,1264,536,800,757,569,605,600,823,737,1016,1033,775,872,1781,727
mouse,566,368,475,488,518,486,457,421,526,556,479,471,745,550,681,600,390,441,601,1369,774,814,815,695,708,653,807,847,943,607,806,1486,688,887,911,1760
mouse,477,344,471,646,456,461,671,422,378,521,471,481,998,482,933,544,734,570,534,872,921,739,803,624,823,691,802,745,793,714,799,1090,704,818,1208,744
mouse,412,416,728,643,432,461,456,545,448,504,497,704,683,569,531,824,522,497,672,1375,816,797,767,648,816,1447,1000,920,854,765,890,1184,706,968,1055,1232
mouse,451,368,911,486,498,439,561,454,374,465,535,472,815,437,1576,553,464,464,583,1048,1080,736,863,664,823,1041,1096,760,657,1122,805,1008,740,782,1066,
mouse,449,456,521,512,546,489,415,466,493,600,593,441,1338,1121,715,727,457,466,552,897,1023,903,903,665,662,1111,952,920,897,715,928,1103,682,914,744,
mouse,440,446,569,,505,,613,536,574,526,838,424,1318,905,1172,679,727,711,704,1400,1105,992,591,631,717,952,965,641,760,983,713,1201,638,744,814,
mouse,358,363,558,,480,,592,528,472,554,482,,625,566,913,777,512,520,725,951,752,793,658,632,717,800,939,1008,,743,886,1062,608,894,817,
mouse,395,552,,,480,,880,480,489,488,,,815,762,952,498,512,551,531,823,,872,656,,705,624,848,1352,,1112,698,1298,1136,817,801,
mouse,464,959,,,496,,816,584,616,463,,,656,1240,662,,479,536,648,1361,,1136,663,,668,1280,848,930,,750,753,,830,672,689,
mouse,520,925,,,520,,969,825,840,496,,,,673,865,,527,566,576,1073,,,577,,1320,1008,775,760,,,726,,1289,,,
mouse,447,563,,,504,,951,720,536,,,,,760,,,537,539,665,,,,,,1682,807,944,1046,,,711,,826,,,
mouse,489,678,,,,,926,624,640,,,,,694,,,,559,679,,,,,,1216,866,,,,,761,,1032,,,
mouse,599,593,,,,,898,600,632,,,,,1050,,,,,615,,,,,,1096,983,,,,,792,,1055,,,
mouse,808,750,,,,,809,623,523,,,,,703,,,,,639,,,,,,2214,,,,,,893,,1352,,,
mouse,703,602,,,,,615,601,502,,,,,,,,,,702,,,,,,1440,,,,,,775,,1127,,,
mouse,553,703,,,,,953,728,832,,,,,,,,,,800,,,,,,1673,,,,,,793,,991,,,
mouse,560,737,,,,,,576,570,,,,,,,,,,800,,,,,,1360,,,,,,880,,931,,,
mouse,694,825,,,,,,631,,,,,,,,,,,1913,,,,,,1304,,,,,,1360,,1023,,,
mouse,545,,,,,,,673,,,,,,,,,,,1233,,,,,,1392,,,,,,1199,,865,,,
mouse,718,,,,,,,,,,,,,,,,,,1359,,,,,,1103,,,,,,1022,,,,,
mouse,714,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,946,,,,,
mouse,1320,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,,,1160,,,,,
mouse,599,,,,,,,,,,,,,,,,,,922,,,,,,,,,,,,1184,,,,,
mouse,874,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,1000,,,,,
mouse,607,,,,,,,,,,,,,,,,,,888,,,,,,,,,,,,1273,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,,,,,
mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,,,,,
